Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,TRB%,AST%,OWS,DWS,WS,WS/48,Awards,Season
150.0,Walt Hazzard,30.0,BUF,PG,9.0,,134.0,8.7,0.423,0.1,3.5,17.9,-0.1,0.0,-0.1,-0.036,,1972
150.0,Walt Hazzard,30.0,GSW,PG,46.0,,629.0,12.1,0.476,0.26,5.6,22.0,0.3,0.9,1.2,0.092,,1972
151.0,Steve Kuberski,25.0,BOS,SF,78.0,,762.0,11.7,0.449,0.242,11.6,4.4,-0.3,1.5,1.2,0.077,,1972
152.0,Bob Christian,26.0,ATL,C,55.0,,759.0,14.5,0.606,0.51,19.2,7.5,1.6,0.9,2.4,0.154,,1972
153.0,Dave Sorenson,24.0,2TM,PF,58.0,0.0,755.0,12.4,0.469,0.307,12.6,6.7,0.1,0.5,0.7,0.042,,1972
153.0,Dave Sorenson,24.0,CLE,PF,10.0,,129.0,3.4,0.271,0.244,13.9,5.0,-0.6,0.2,-0.4,-0.147,,1972
153.0,Dave Sorenson,24.0,PHI,PF,48.0,0.0,626.0,14.3,0.504,0.319,12.3,7.1,0.7,0.3,1.1,0.081,,1972
154.0,Mike Price,24.0,PHI,SG,57.0,5.0,751.0,10.4,0.448,0.156,6.9,13.3,-0.2,0.4,0.2,0.011,,1972
155.0,Dick Gibbs,24.0,2TM,SF,67.0,,735.0,6.5,0.414,0.284,6.7,10.4,-0.6,0.1,-0.6,-0.036,,1972
155.0,Dick Gibbs,24.0,HOU,SF,1.0,,2.0,-8.1,0.0,0.0,0.0,52.2,0.0,0.0,0.0,-0.526,,1972
155.0,Dick Gibbs,24.0,KCO,SF,66.0,,733.0,6.6,0.416,0.285,6.7,10.3,-0.6,0.0,-0.5,-0.035,,1972
156.0,Fred Hilton,25.0,BUF,SG,59.0,,731.0,11.2,0.409,0.107,6.3,15.9,-1.5,0.2,-1.4,-0.091,,1972
157.0,Steve Patterson,24.0,CLE,C,62.0,,710.0,9.6,0.388,0.328,15.6,9.4,-0.9,1.1,0.1,0.009,,1972
158.0,Chuck Terry,22.0,MIL,SF,67.0,,693.0,5.0,0.368,0.148,10.1,6.6,-0.9,1.0,0.1,0.004,,1972
159.0,Dick Cunningham,26.0,MIL,C,72.0,,692.0,9.1,0.441,0.321,14.6,5.7,-0.2,1.2,1.0,0.071,,1972
160.0,Mike Ratliff,21.0,KCO,C,58.0,,681.0,10.2,0.443,0.357,14.8,7.2,-0.3,0.1,-0.2,-0.014,,1972
161.0,Mel Counts,31.0,2TM,C,66.0,0.0,658.0,16.3,0.474,0.197,17.5,13.3,0.3,1.2,1.5,0.111,,1972
161.0,Mel Counts,31.0,PHI,C,7.0,0.0,47.0,6.2,0.313,0.0,15.2,8.3,-0.1,0.0,-0.1,-0.103,,1972
161.0,Mel Counts,31.0,LAL,C,59.0,,611.0,17.1,0.483,0.209,17.7,13.7,0.4,1.2,1.6,0.127,,1972
162.0,Rich Rinaldi,23.0,BAL,SG,33.0,,646.0,11.4,0.448,0.225,4.9,9.9,-0.2,0.7,0.4,0.033,,1972
163.0,Toby Kimball,30.0,KCO,PF,67.0,,643.0,11.6,0.473,0.305,15.5,5.5,0.2,0.1,0.2,0.018,,1972
164.0,Flynn Robinson,31.0,2TM,SG,44.0,,630.0,14.3,0.488,0.135,4.6,18.9,0.6,0.8,1.3,0.1,,1972
164.0,Flynn Robinson,31.0,LAL,SG,6.0,,47.0,20.8,0.539,0.286,6.8,26.2,0.1,0.1,0.2,0.219,,1972
164.0,Flynn Robinson,31.0,BAL,SG,38.0,,583.0,13.8,0.482,0.119,4.4,18.3,0.4,0.7,1.1,0.091,,1972
165.0,John Tresvant,33.0,BAL,PF,55.0,,541.0,13.3,0.507,0.324,13.5,7.9,0.6,0.9,1.5,0.13,,1972
166.0,John Gianelli,22.0,NYK,C,52.0,,516.0,12.1,0.478,0.189,14.4,6.3,0.2,1.0,1.2,0.11,,1972
167.0,Dick Barnett,36.0,NYK,SG,51.0,,514.0,8.1,0.401,0.133,3.9,13.0,-0.8,0.6,-0.2,-0.022,,1972
168.0,John Wetzel,28.0,ATL,SG,28.0,,504.0,6.8,0.483,0.181,5.5,9.1,0.2,0.3,0.5,0.044,,1972
169.0,Hank Finkel,30.0,BOS,C,76.0,,496.0,11.4,0.47,0.301,13.7,6.5,0.1,1.1,1.2,0.119,,1972
170.0,Paul Westphal,22.0,BOS,SG,60.0,,482.0,14.2,0.49,0.406,6.3,18.3,0.5,0.9,1.4,0.14,,1972
171.0,Henry Bibby,23.0,NYK,PG,55.0,,475.0,15.1,0.472,0.42,8.5,17.8,0.2,0.8,1.0,0.106,,1972
172.0,Walt Wesley,28.0,2TM,C,57.0,,474.0,10.3,0.405,0.228,15.5,8.8,-0.7,0.4,-0.3,-0.026,,1972
172.0,Walt Wesley,28.0,CLE,C,12.0,,110.0,7.8,0.344,0.255,16.8,8.6,-0.4,0.2,-0.2,-0.082,,1972
172.0,Walt Wesley,28.0,PHO,C,45.0,,364.0,11.1,0.424,0.219,15.1,8.9,-0.3,0.3,-0.1,-0.01,,1972
173.0,Bob Rule,28.0,2TM,C,52.0,0.0,452.0,9.1,0.408,0.196,11.6,11.5,-0.5,0.6,0.1,0.007,,1972
173.0,Bob Rule,28.0,PHI,C,3.0,0.0,12.0,0.4,0.0,0.0,7.4,9.5,0.0,0.0,0.0,-0.077,,1972
173.0,Bob Rule,28.0,CLE,C,49.0,,440.0,9.3,0.41,0.197,11.7,11.5,-0.5,0.6,0.1,0.009,,1972
174.0,Eddie Mast,24.0,ATL,PF,42.0,,447.0,10.7,0.454,0.254,14.5,10.1,0.0,0.4,0.4,0.045,,1972
175.0,Tom Sanders,34.0,BOS,SF,59.0,,423.0,4.9,0.356,0.235,9.4,7.5,-1.0,0.8,-0.2,-0.021,,1972
176.0,Wali Jones,30.0,MIL,SG,27.0,,419.0,9.5,0.438,0.124,3.4,16.5,-0.2,0.5,0.3,0.038,,1972
177.0,Gus Johnson,34.0,PHO,PF,21.0,,417.0,11.6,0.414,0.199,15.8,9.9,-0.5,0.3,-0.2,-0.02,,1972
178.0,Howard Porter,24.0,CHI,PF,43.0,,407.0,15.7,0.474,0.134,14.5,6.2,0.2,0.8,1.0,0.112,,1972
179.0,George Johnson,24.0,GSW,C,56.0,,349.0,10.1,0.414,0.17,18.0,2.8,-0.3,0.6,0.3,0.044,,1972
180.0,Paul McCracken,22.0,HOU,SG,24.0,,305.0,10.9,0.523,0.438,7.8,6.8,0.4,0.2,0.5,0.085,,1972
181.0,Stan McKenzie,28.0,2TM,SF,33.0,,294.0,11.4,0.466,0.311,8.9,10.1,0.1,0.1,0.2,0.033,,1972
181.0,Stan McKenzie,28.0,POR,SG,7.0,,107.0,10.6,0.465,0.444,9.5,9.5,0.0,0.0,0.0,0.022,,1972
181.0,Stan McKenzie,28.0,HOU,SF,26.0,,187.0,11.8,0.466,0.253,8.5,10.4,0.0,0.1,0.2,0.04,,1972
182.0,John Warren,25.0,CLE,SG,40.0,,290.0,14.0,0.528,0.171,7.0,17.3,0.5,0.3,0.8,0.136,,1972
183.0,Mike Davis,26.0,BAL,SG,13.0,,283.0,10.9,0.477,0.212,5.8,9.0,0.1,0.3,0.4,0.073,,1972
184.0,Russ Lee,23.0,MIL,SF,46.0,,277.0,13.6,0.445,0.339,7.5,17.7,-0.1,0.4,0.3,0.055,,1972
185.0,Eric McWilliams,22.0,HOU,PF,44.0,,245.0,5.9,0.376,0.378,11.5,2.5,-0.5,0.2,-0.4,-0.074,,1972
186.0,Rowland Garrett,22.0,CHI,SF,35.0,,211.0,16.7,0.475,0.263,14.5,6.0,0.1,0.4,0.5,0.115,,1972
187.0,Paul Stovall,24.0,PHO,SF,25.0,,211.0,9.4,0.41,0.5,14.0,7.8,-0.3,0.1,-0.1,-0.024,,1972
188.0,Scott English,22.0,PHO,SF,29.0,,196.0,11.2,0.44,0.312,10.9,10.5,-0.1,0.1,0.0,0.002,,1972
189.0,Bob Portman,25.0,GSW,SF,32.0,,176.0,16.1,0.516,0.371,13.2,5.2,0.3,0.3,0.5,0.142,,1972
190.0,Tom Boerwinkle,27.0,CHI,C,8.0,,176.0,14.3,0.457,0.833,15.4,27.5,0.0,0.5,0.5,0.146,,1972
191.0,Bob Nash,22.0,DET,SF,36.0,,169.0,2.6,0.271,0.236,9.8,11.4,-0.8,0.1,-0.7,-0.199,,1972
192.0,George Johnson,25.0,HOU,C,19.0,,169.0,8.0,0.527,0.103,12.5,2.1,0.1,0.1,0.3,0.073,,1972
193.0,Pete Cross,24.0,2TM,C,29.0,,157.0,6.6,0.304,0.72,18.6,8.5,-0.3,0.1,-0.2,-0.064,,1972
193.0,Pete Cross,24.0,KCO,C,3.0,,24.0,-5.3,0.0,0.0,8.7,0.0,-0.1,0.0,-0.1,-0.207,,1972
193.0,Pete Cross,24.0,SEA,C,26.0,,133.0,8.7,0.346,0.857,20.4,10.0,-0.2,0.1,-0.1,-0.038,,1972
194.0,Travis Grant,23.0,LAL,SF,33.0,,153.0,22.3,0.49,0.224,15.5,7.5,0.2,0.3,0.5,0.144,,1972
195.0,Frank Russell,23.0,CHI,SG,23.0,,131.0,14.5,0.436,0.234,6.5,17.4,-0.1,0.2,0.1,0.03,,1972
196.0,Bill Turner,28.0,2TM,PF,21.0,,125.0,6.8,0.344,0.121,9.9,11.0,-0.4,0.2,-0.2,-0.093,,1972
196.0,Bill Turner,28.0,POR,PF,2.0,,8.0,1.5,0.333,0.0,12.1,0.0,0.0,0.0,0.0,-0.252,,1972
196.0,Bill Turner,28.0,LAL,PF,19.0,,117.0,7.2,0.345,0.135,9.7,11.7,-0.4,0.2,-0.2,-0.082,,1972
197.0,Justus Thigpen,25.0,DET,SG,18.0,,99.0,7.8,0.404,0.0,4.4,11.6,-0.2,0.1,-0.1,-0.061,,1972
198.0,Charles Dudley,22.0,SEA,PG,12.0,,99.0,12.3,0.566,0.696,2.9,21.0,0.2,0.0,0.2,0.113,,1972
199.0,John Tschogl,22.0,ATL,SF,10.0,,94.0,4.6,0.359,0.1,10.6,8.1,-0.2,0.1,-0.2,-0.081,,1972
200.0,Tom Patterson,24.0,BAL,PF,23.0,,92.0,15.5,0.491,0.327,11.2,4.7,0.1,0.1,0.2,0.116,,1972
201.0,Gary Gregor,27.0,MIL,SF,9.0,,88.0,11.9,0.374,0.212,17.6,12.4,-0.2,0.2,0.0,0.007,,1972
202.0,Harold Fox,23.0,BUF,PG,10.0,,84.0,10.0,0.436,0.25,4.5,15.8,0.0,0.0,0.0,-0.014,,1972
203.0,Erwin Mueller,28.0,DET,PF,21.0,,80.0,5.2,0.337,0.226,8.5,10.7,-0.2,0.1,-0.2,-0.103,,1972
204.0,Frank Schade,23.0,KCO,PG,9.0,,76.0,5.8,0.519,0.857,4.1,14.8,0.0,0.0,0.0,0.031,,1972
205.0,Tom Riker,22.0,NYK,C,14.0,,65.0,14.1,0.506,1.0,12.2,4.0,0.1,0.1,0.2,0.151,,1972
206.0,Ken Durrett,24.0,KCO,SF,8.0,,65.0,7.4,0.449,0.381,11.2,5.8,0.0,0.0,0.0,-0.008,,1972
207.0,Harthorne Wingo,25.0,NYK,PF,13.0,,59.0,8.1,0.406,0.273,13.4,2.2,-0.1,0.1,0.0,0.013,,1972
208.0,William Smith,23.0,POR,C,8.0,,43.0,15.5,0.621,0.533,9.0,3.3,0.2,0.0,0.2,0.199,,1972
209.0,Bob Davis,22.0,POR,SF,9.0,,41.0,-1.0,0.261,0.214,5.9,6.4,-0.3,0.0,-0.3,-0.396,,1972
210.0,Luther Green,26.0,PHI,PF,5.0,0.0,32.0,-9.4,0.1,0.818,4.2,0.0,-0.3,0.0,-0.3,-0.444,,1972
211.0,Harvey Marlatt,24.0,DET,SG,7.0,,26.0,7.9,0.5,0.0,1.9,18.1,0.0,0.0,0.0,0.054,,1972
212.0,Sam Sibert,23.0,KCO,PF,5.0,,26.0,6.4,0.395,0.385,8.0,0.0,-0.1,0.0,-0.1,-0.105,,1972
213.0,Mark Minor,22.0,BOS,SF,4.0,,20.0,6.8,0.434,1.0,9.0,10.9,0.0,0.0,0.0,0.081,,1972
214.0,Roger Brown,22.0,LAL,C,1.0,,5.0,-1.7,0.379,,0.0,0.0,0.0,0.0,0.0,-0.04,,1972
215.0,Luther Rackley,26.0,NYK,C,1.0,,2.0,-6.7,,,24.7,0.0,0.0,0.0,0.0,0.128,,1972
,League Average,,,,,,,,0.498,0.261,10.0,14.4,,,,,,1972
